Timestamp,Which college are you from?,City,Public/Private,CAPS,KEY,Education,  Is anyone from your family into Entrepreneurship?  ,Which year of college are you in currently? ,It’s easy to find the right mentor in college for my startup. ,My college and college clubs develop my entrepreneurial skills and abilities ,My institution has introduced courses in order to keep us in touch with growing wave of entrepreneurship in the country ,My family would support me if I shift my focus to unconventional or entrepreneurial activities ,If I decide to be an entrepreneur family support will be an important factor for me ,I’ll readily get mental and executional support from my peers for my venture ,It is easy for me to get funding for my startup from alumni or outside ,My country has created an ecosystem that enables young entrepreneurs to pursue their passion ,My college is located in a city which is active in entrepreneurship ,How likely are you to take up entrepreneurship as a career? ,diff_Q1,diff_Q2,diff_Q3,diff_Q4,diff_Q5,diff_Q6,diff_Q7,diff_Q8,diff_Q9,Educational,Relational,Structural
03-10-2023 14:10,Nit durgapur,Durgapur,,NIT DURGAPUR,34,,Father,2,4,4,3,3,3,3,3,2,3,3,-1,-1,0,0,0,0,0,1,0,3.67,3.00,2.67
03-10-2023 14:11,NIT DURGAPUR,Durgapur,,NIT DURGAPUR,34,,No One,2,4,4,4,4,2,2,3,3,3,2,-2,-2,-2,-2,0,0,-1,-1,-1,4.00,2.67,3.00
03-10-2023 14:11,Nit Durgapur,Durgapur,,NIT DURGAPUR,34,,Father,2,4,3,3,3,3,4,3,3,4,3,-1,0,0,0,0,-1,0,0,-1,3.33,3.33,3.33
03-05-2023 12:53,NIT DURGAPUR ,Durgapur,,NIT DURGAPUR ,34,,No One,1,3,3,2,2,4,4,1,3,2,4,1,1,2,2,0,0,3,1,2,2.67,3.33,2.00
3-13-2023 15:47:31,"NIT, Durgapur",Durgapur,,"NIT, DURGAPUR",34,,No One,2,3,3,2,3,5,3,2,3,3,3,0,0,1,0,-2,0,1,0,0,2.67,3.67,2.67
3-13-2023 15:48:52,"NIT, Durgapur",Durgapur,,"NIT, DURGAPUR",34,,Father,2,4,4,3,5,5,4,3,5,3,5,1,1,2,0,0,1,2,0,2,3.67,4.67,3.67
3-13-2023 15:50:05,"NIT, Durgapur",Durgapur,,"NIT, DURGAPUR",34,,Father,2,3,4,3,5,5,4,3,4,3,5,2,1,2,0,0,1,2,1,2,3.33,4.67,3.33
03-11-2023 09:59,NIT Nagpur,Nagpur,,NIT NAGPUR,35,,No One,2,3,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,3.67,4.00,4.00
3-13-2023 17:16:55,NIT Nagpur,Nagpur,,NIT NAGPUR,35,,No One,2,4,2,2,4,4,4,3,4,4,4,0,2,2,0,0,0,1,0,0,2.67,4.00,3.67
3-13-2023 17:20:54,NIT Nagpur,Nagpur,,NIT NAGPUR,35,,No One,2,2,2,3,4,4,4,4,4,4,3,1,1,0,-1,-1,-1,-1,-1,-1,2.33,4.00,4.00
2-27-2023 12:02:49,NIT Nagpur(VNIT),Nagpur,,NIT NAGPUR(VNIT),35,,No One,2,2,3,4,5,5,4,4,4,3,4,2,1,0,-1,-1,0,0,0,1,3.00,4.67,3.67
3-13-2023 17:19:32,NIT Napgpur,Nagpur,,NIT NAPGPUR,35,,No One,2,3,2,2,4,4,4,2,4,4,4,1,2,2,0,0,0,2,0,0,2.33,4.00,3.33
02-12-2023 23:01,Vnit,Nagpur,,VNIT,35,,No One,2,1,1,2,5,5,5,5,1,2,3,2,2,1,-2,-2,-2,-2,2,1,1.33,5.00,2.67
02-08-2023 15:37,VNIT Nagpur,Nagpur,,VNIT NAGPUR,35,,No One,2,2,3,4,5,5,5,4,2,2,4,2,1,0,-1,-1,-1,0,2,2,3.00,5.00,2.67
03-03-2023 19:09,NIT Rourkela,Rourkela,,NIT ROURKELA,36,,No One,3,2,3,3,2,5,3,2,3,2,1,-1,-2,-2,-1,-4,-2,-1,-2,-1,2.67,3.33,2.33
03-10-2023 14:12,Nit rourkela,Rourkela,,NIT ROURKELA,36,,Mother,2,3,4,3,3,4,4,3,3,3,2,-1,-2,-1,-1,-2,-2,-1,-1,-1,3.33,3.67,3.00
3-13-2023 16:02:16,NIT Rourkela ,Rourkela,,NIT ROURKELA ,36,,Sibling,4,3,4,2,5,5,5,5,3,2,5,2,1,3,0,0,0,0,2,3,3.00,5.00,3.33
3-13-2023 16:02:59,NIT Rourkela ,Rourkela,,NIT ROURKELA ,36,,No One,4,2,2,2,1,5,1,2,3,1,1,-1,-1,-1,0,-4,0,-1,-2,0,2.00,2.33,2.00
3-13-2023 16:08:11,NIT Silchar ,Silchar,,NIT SILCHAR ,37,,No One,3,1,3,1,2,1,4,1,3,1,1,0,-2,0,-1,0,-3,0,-2,0,1.67,2.33,1.67
3-13-2023 16:09:15,NIT Silchar ,Silchar,,NIT SILCHAR ,37,,No One,4,2,4,2,5,5,5,3,3,1,4,2,0,2,-1,-1,-1,1,1,3,2.67,5.00,2.33
02-08-2023 23:22,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,Sibling,4,4,4,2,4,5,4,4,3,2,4,0,0,2,0,-1,0,0,1,2,3.33,4.33,3.00
2-19-2023 9:51:24,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,1,4,4,2,3,2,4,3,2,3,2,-2,-2,0,-1,0,-2,-1,0,-1,3.33,3.00,2.67
2-19-2023 9:58:31,Nit trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,1,3,4,5,2,2,3,4,1,2,3,0,-1,-2,1,1,0,-1,2,1,4.00,2.33,2.33
2-19-2023 10:09:41,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,1,3,4,4,3,4,3,4,3,2,4,1,0,0,1,0,1,0,1,2,3.67,3.33,3.00
2-19-2023 10:16:41,Nit Trichy,Tiruchirappalli,,NIT TRICHY,38,,Sibling,2,5,5,4,4,3,4,3,3,1,3,-2,-2,-1,-1,0,-1,0,0,2,4.67,3.67,2.33
2-19-2023 15:41:50,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,2,3,4,3,3,5,3,2,2,3,2,-1,-2,-1,-1,-3,-1,0,0,-1,3.33,3.67,2.33
03-04-2023 22:32,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,Father,3,4,4,4,2,5,4,4,3,3,2,-2,-2,-2,0,-3,-2,-2,-1,-1,4.00,3.67,3.33
03-04-2023 22:33,Nit Trichy,Tiruchirappalli,,NIT TRICHY,38,,Grandparents,2,4,5,5,2,5,4,4,4,3,4,0,-1,-1,2,-1,0,0,0,1,4.67,3.67,3.67
03-08-2023 14:50,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,2,4,4,3,4,5,4,3,3,2,3,-1,-1,0,-1,-2,-1,0,0,1,3.67,4.33,2.67
03-10-2023 11:55,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,Sibling,2,4,4,2,5,4,3,3,4,3,5,1,1,3,0,1,2,2,1,2,3.33,4.00,3.33
3-13-2023 15:32:03,Nit trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,2,4,4,4,3,5,4,4,4,2,3,-1,-1,-1,0,-2,-1,-1,-1,1,4.00,4.00,3.33
3-13-2023 19:14:40,NIT TRICHY,Tiruchirappalli,,NIT TRICHY,38,,No One,3,3,3,2,5,5,3,3,3,2,3,0,0,1,-2,-2,0,0,0,1,2.67,4.33,2.67
2-19-2023 10:37:16,Nit Trichy ,Tiruchirappalli,,NIT TRICHY ,38,,No One,1,4,4,4,3,5,4,4,3,5,5,1,1,1,2,0,1,1,2,0,4.00,4.00,4.00
2-19-2023 10:44:25,Nit Trichy ,Tiruchirappalli,,NIT TRICHY ,38,,No One,1,3,4,2,2,3,3,3,2,3,2,-1,-2,0,0,-1,-1,-1,0,-1,3.00,2.67,2.67
3-13-2023 15:50:52,"NIT, Trichy",Tiruchirappalli,,"NIT, TRICHY",38,,No One,4,4,4,4,3,3,4,4,4,4,4,0,0,0,1,1,0,0,0,0,4.00,3.33,4.00
3-13-2023 15:51:25,"NIT, Trichy",Tiruchirappalli,,"NIT, TRICHY",38,,Father,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5.00,5.00,5.00
3-13-2023 15:55:21,"NIT, Trichy",Tiruchirappalli,,"NIT, TRICHY",38,,No One,1,5,5,5,3,3,5,5,5,5,5,0,0,0,2,2,0,0,0,0,5.00,3.67,5.00
2-19-2023 9:32:05,"Nit, Trichy ",Tiruchirappalli,,"NIT, TRICHY ",38,,No One,1,3,3,3,4,3,3,4,3,2,4,1,1,1,0,1,1,0,1,2,3.00,3.33,3.00
02-08-2023 23:11,NITT,Tiruchirappalli,,NITT,38,,Father,3,1,3,3,2,4,2,3,2,3,4,3,1,1,2,0,2,1,2,1,2.33,2.67,2.67
2-19-2023 9:50:28,NITT,Tiruchirappalli,,NITT,38,,No One,2,1,1,3,2,5,2,2,1,1,2,1,1,-1,0,-3,0,0,1,1,1.67,3.00,1.33
3-13-2023 17:36:20,nitt,Tiruchirappalli,,NITT,38,,No One,3,2,2,1,2,5,2,2,4,1,1,-1,-1,0,-1,-4,-1,-1,-3,0,1.67,3.00,2.33
03-03-2023 16:26,Nit Warangal,Warangal,,NIT WARANGAL,39,,No One,3,3,3,3,3,3,3,2,4,2,2,-1,-1,-1,-1,-1,-1,0,-2,0,3.00,3.00,2.67
03-03-2023 19:13,NIT Warangal,Warangal,,NIT WARANGAL,39,,No One,4,3,4,4,2,5,4,4,3,2,2,-1,-2,-2,0,-3,-2,-2,-1,0,3.67,3.67,3.00
03-04-2023 22:31,NIT Warangal,Warangal,,NIT WARANGAL,39,,No One,2,4,4,4,4,4,4,3,3,3,3,-1,-1,-1,-1,-1,-1,0,0,0,4.00,4.00,3.00
03-04-2023 22:31,NIT Warangal,Warangal,,NIT WARANGAL,39,,Father,2,2,3,3,3,3,3,2,2,2,1,-1,-2,-2,-2,-2,-2,-1,-1,-1,2.67,3.00,2.00
03-06-2023 23:37,Nit Warangal ,Warangal,,NIT WARANGAL ,39,,Grandparents,2,4,4,4,3,4,3,3,3,3,2,-2,-2,-2,-1,-2,-1,-1,-1,-1,4.00,3.33,3.00
03-06-2023 23:38,Nit Warangal ,Warangal,,NIT WARANGAL ,39,,No One,1,3,3,3,2,5,3,2,2,2,1,-2,-2,-2,-1,-4,-2,-1,-1,-1,3.00,3.33,2.00
03-11-2023 01:32,PICT,Warangal,,PICT,39,,No One,2,3,3,3,4,5,3,3,4,5,3,0,0,0,-1,-2,0,0,-1,-2,3.00,4.00,4.00
03-11-2023 01:33,PICT,Warangal,,PICT,39,,No One,2,2,4,2,4,4,4,4,5,4,4,2,0,2,0,0,0,0,-1,0,2.67,4.00,4.33
02-11-2023 11:05,Pune Institute of Computer Technology,Warangal,,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,39,,Mother,2,3,3,3,2,3,2,3,2,4,3,0,0,0,1,0,1,0,1,-1,3.00,2.33,3.00
03-03-2023 23:36,RVCE,Bangalore,,RVCE,40,,No One,4,4,3,4,2,4,4,4,4,5,2,-2,-1,-2,0,-2,-2,-2,-2,-3,3.67,3.33,4.33
03-03-2023 23:36,RVCE,Bangalore,,RVCE,40,,No One,2,4,4,4,2,4,3,3,3,5,3,-1,-1,-1,1,-1,0,0,0,-2,4.00,3.00,3.67
03-03-2023 23:37,RVCE,Bangalore,,RVCE,40,,Father,3,4,2,3,2,5,3,2,2,4,1,-3,-1,-2,-1,-4,-2,-1,-1,-3,3.00,3.33,2.67
3-13-2023 19:39:40,RVCE,Bangalore,,RVCE,40,,No One,3,4,4,3,5,5,4,3,4,5,5,1,1,2,0,0,1,2,1,0,3.67,4.67,4.00
3-13-2023 19:40:15,RVCE,Bangalore,,RVCE,40,,Grandparents,1,2,2,1,3,4,4,3,3,5,4,2,2,3,1,0,0,1,1,-1,1.67,3.67,3.67
03-08-2023 03:10,RVCE bangalore,Bangalore,,RVCE BANGALORE,40,,Grandparents,2,4,4,4,4,4,3,4,3,4,3,-1,-1,-1,-1,-1,0,-1,0,-1,4.00,3.67,3.67
03-08-2023 03:10,RVCE bangalore,Bangalore,,RVCE BANGALORE,40,,No One,2,4,5,3,3,5,4,3,3,5,2,-2,-3,-1,-1,-3,-2,-1,-1,-3,4.00,4.00,3.67
3-13-2023 15:21:02,SRCC,Delhi,,SRCC,41,,No One,3,3,2,2,4,2,5,2,4,5,3,0,1,1,-1,1,-2,1,-1,-2,2.33,3.67,3.67
3-13-2023 15:27:09,SRCC,Delhi,,SRCC,41,,No One,2,3,3,2,5,5,5,2,4,5,4,1,1,2,-1,-1,-1,2,0,-1,2.67,5.00,3.67
3-13-2023 15:27:24,SRCC,Delhi,,SRCC,41,,Father,2,4,1,1,5,5,1,3,5,5,5,1,4,4,0,0,4,2,0,0,2.00,3.67,4.33
3-13-2023 15:30:48,SRCC,Delhi,,SRCC,41,,No One,1,3,2,2,2,5,3,2,5,4,2,-1,0,0,0,-3,-1,0,-3,-2,2.33,3.33,3.67
3-13-2023 15:34:47,SRCC,Delhi,,SRCC,41,,No One,4,4,2,1,2,3,4,3,4,5,2,-2,0,1,0,-1,-2,-1,-2,-3,2.33,3.00,4.00
3-13-2023 17:12:46,srcc,Delhi,,SRCC,41,,No One,4,3,3,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0,-1,3.00,3.00,3.33
3-13-2023 19:06:53,SRCC,Delhi,,SRCC,41,,Father,2,4,3,2,4,5,3,3,4,5,4,0,1,2,0,-1,1,1,0,-1,3.00,4.00,4.00
3-13-2023 19:38:28,SRCC,Delhi,,SRCC,41,,Father,3,3,3,2,4,5,3,3,4,4,3,0,0,1,-1,-2,0,0,-1,-1,2.67,4.00,3.67
3-13-2023 19:39:01,SRCC,Delhi,,SRCC,41,,No One,4,4,4,4,4,4,4,4,4,5,5,1,1,1,1,1,1,1,1,0,4.00,4.00,4.33
3-13-2023 20:04:50,SRCC,Delhi,,SRCC,41,,No One,4,4,3,2,4,4,4,3,3,4,4,0,1,2,0,0,0,1,1,0,3.00,4.00,3.33
03-03-2023 16:38,SRM,Chennai,,SRM,42,,No One,3,3,3,3,5,4,4,3,4,3,4,1,1,1,-1,0,0,1,0,1,3.00,4.33,3.33
3-13-2023 16:15:55,SRM Chennai ,Chennai,,SRM CHENNAI ,42,,Father,4,3,4,2,5,5,4,4,3,4,5,2,1,3,0,0,1,1,2,1,3.00,4.67,3.67
3-13-2023 16:16:58,SRM Chennai ,Chennai,,SRM CHENNAI ,42,,Father,2,3,4,2,5,3,4,5,3,4,2,-1,-2,0,-3,-1,-2,-3,-1,-2,3.00,4.00,4.00
2-19-2023 2:49:13,SRM KTR,Chennai,,SRM KTR,44,,No One,2,3,3,4,4,5,3,3,3,3,3,0,0,-1,-1,-2,0,0,0,0,3.33,4.00,3.00
03-03-2023 16:29,SRM university,Chennai,,SRM UNIVERSITY,44,,Father,3,4,4,2,5,3,4,3,2,4,3,-1,-1,1,-2,0,-1,0,1,-1,3.33,4.00,3.00
3-13-2023 15:41:05,Symbiosis Institute of Business Management Pune,Pune,,SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT PUNE,44,,Sibling,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4.00,4.00,4.00
3-13-2023 15:42:18,Symbiosis Institute of Business Management Pune,Pune,,SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT PUNE,44,,Father,2,5,4,4,4,5,4,4,5,5,5,0,1,1,1,0,1,1,0,0,4.33,4.33,4.67
3-13-2023 15:43:07,Symbiosis Institute of Business Management Pune,Pune,,SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT PUNE,44,,No One,3,4,5,4,4,4,4,4,4,4,4,0,-1,0,0,0,0,0,0,0,4.33,4.00,4.00
3-13-2023 16:00:45,University of Mumbai ,Mumbai,,UNIVERSITY OF MUMBAI ,45,,Father,3,2,3,2,5,5,5,5,5,5,5,3,2,3,0,0,0,0,0,0,2.33,5.00,5.00
3-13-2023 16:01:22,University of Mumbai ,Mumbai,,UNIVERSITY OF MUMBAI ,45,,No One,4,3,3,1,3,5,2,3,4,5,2,-1,-1,1,-1,-3,0,-1,-2,-3,2.33,3.33,4.00
2-26-2023 18:08:06,"VIIT, pune-48 ",Pune,,"VIIT, PUNE-48 ",46,,Father,2,3,4,5,4,3,4,4,3,5,4,1,0,-1,0,1,0,0,1,-1,4.00,3.67,4.00
2-26-2023 17:16:59,Vishwakarma institute of information technology Pune ,Pune,,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY PUNE ,46,,No One,2,2,5,3,3,5,3,2,4,5,2,0,-3,-1,-1,-3,-1,0,-2,-3,3.33,3.67,3.67
2-24-2023 22:09:49,VIT,Vellore,,VIT,47,,No One,3,2,3,3,5,3,5,2,2,2,4,2,1,1,-1,1,-1,2,2,2,2.67,4.33,2.00
3-13-2023 20:12:04,VIT,Vellore,,VIT,47,,No One,1,3,3,2,3,5,4,3,4,2,3,0,0,1,0,-2,-1,0,-1,1,2.67,4.00,3.00
3-13-2023 20:13:53,VIT ,Vellore,,VIT ,47,,No One,4,3,3,2,4,5,4,3,4,1,2,-1,-1,0,-2,-3,-2,-1,-2,1,2.67,4.33,2.67
03-03-2023 16:28,Vit vellore,Vellore,,VIT VELLORE,47,,No One,3,4,3,4,4,3,5,5,3,3,4,0,1,0,0,1,-1,-1,1,1,3.67,4.00,3.67
03-03-2023 19:07,VIT Vellore,Vellore,,VIT VELLORE,47,,No One,2,3,4,4,2,4,4,3,3,3,2,-1,-2,-2,0,-2,-2,-1,-1,-1,3.67,3.33,3.00
03-03-2023 19:10,VIT Vellore,Vellore,,VIT VELLORE,47,,Father,1,4,3,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,3.67,4.00,4.00
03-05-2023 07:09,VIT Vellore,Vellore,,VIT VELLORE,47,,No One,2,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4.00,4.00,4.00
3-13-2023 19:06:28,vit vellore,Vellore,,VIT VELLORE,47,,No One,3,3,3,2,4,4,3,2,2,2,2,-1,-1,0,-2,-2,-1,0,0,0,2.67,3.67,2.00
3-13-2023 16:04:10,VIT Vellore ,Vellore,,VIT VELLORE ,47,,Father,4,3,5,3,5,5,5,5,3,3,5,2,0,2,0,0,0,0,2,2,3.67,5.00,3.67
3-13-2023 16:04:52,VIT Vellore ,Vellore,,VIT VELLORE ,47,,Father,3,4,5,2,5,5,5,5,2,2,1,-3,-4,-1,-4,-4,-4,-4,-1,-1,3.67,5.00,3.00
2-24-2023 22:22:58,VIT-AP,Vellore,,VIT-AP,47,,No One,3,2,3,3,5,5,4,3,4,2,4,2,1,1,-1,-1,0,1,0,2,2.67,4.67,3.00
03-03-2023 23:39,VTU Bangalore,Bangalore,,VTU BANGALORE,48,,Father,2,4,4,4,3,4,3,3,3,5,3,-1,-1,-1,0,-1,0,0,0,-2,4.00,3.33,3.67
03-03-2023 23:40,VTU Bangalore,Bangalore,,VTU BANGALORE,48,,No One,1,4,4,4,3,4,3,3,3,4,3,-1,-1,-1,0,-1,0,0,0,-1,4.00,3.33,3.33
03-05-2023 11:08,IIEST Shibpur ,Shibpur,,IIEST SHIBPUR ,49,,Father,2,1,1,1,3,4,5,1,3,2,1,0,0,0,-2,-3,-4,0,-2,-1,1.00,4.00,2.00
03-05-2023 11:11,IIEST Shibpur ,Shibpur,,IIEST SHIBPUR ,49,,No One,3,1,1,2,3,5,4,2,3,2,3,2,2,1,0,-2,-1,1,0,1,1.33,4.00,2.33
3-13-2023 15:45:05,IISER Bhopal,Bhopal,,IISER BHOPAL,50,,Grandparents,3,1,1,1,4,5,3,2,3,2,3,2,2,2,-1,-2,0,1,0,1,1.00,4.00,2.33
3-13-2023 15:45:57,IISER Bhopal,Bhopal,,IISER BHOPAL,50,,No One,2,1,1,1,1,5,3,1,3,1,1,0,0,0,0,-4,-2,0,-2,0,1.00,3.00,1.67
03-08-2023 03:12,IIT mandi,Mandi,,IIT MANDI,51,,No One,2,4,3,4,3,5,4,3,3,3,3,-1,0,-1,0,-2,-1,0,0,0,3.67,4.00,3.00
03-08-2023 03:13,IIT Mandi,Mandi,,IIT MANDI,51,,Grandparents,2,4,4,5,2,4,4,4,3,2,3,-1,-1,-2,1,-1,-1,-1,0,1,4.33,3.33,3.00
03-05-2023 22:23,Kristu jayanti,Bangalore,,KRISTU JAYANTI,52,,No One,3,2,2,3,3,5,4,3,4,2,3,1,1,0,0,-2,-1,0,-1,1,2.33,4.00,3.00
03-06-2023 01:35,kristu jayanti college,Bangalore,,KRISTU JAYANTI COLLEGE,52,,No One,3,1,1,5,4,5,5,5,5,2,4,3,3,-1,0,-1,-1,-1,-1,2,2.33,4.67,4.00
3-13-2023 15:56:45,PEC ,Chandigarh,,PEC ,53,,No One,3,2,2,2,5,5,3,3,2,2,2,0,0,0,-3,-3,-1,-1,0,0,2.00,4.33,2.33
3-13-2023 15:49:53,PEC Chandigarh ,Chandigarh,,PEC CHANDIGARH ,53,,No One,1,1,1,1,1,5,3,3,2,3,1,0,0,0,0,-4,-2,-2,-1,-2,1.00,3.00,2.67
03-05-2023 13:10,SAM HIGGINBOTTOM UNIVERSITY OF AGRICULTURE TECHNOLOGY AND SCIENCES ,Prayagraj,,SAM HIGGINBOTTOM UNIVERSITY OF AGRICULTURE TECHNOLOGY AND SCIENCES ,54,,No One,2,3,3,2,5,5,4,3,4,4,4,1,1,2,-1,-1,0,1,0,0,2.67,4.67,3.67
03-05-2023 13:13,Sam Higginbottom University of Agriculture technology and Sciences ,Prayagraj,,SAM HIGGINBOTTOM UNIVERSITY OF AGRICULTURE TECHNOLOGY AND SCIENCES ,54,,Father,2,5,5,1,5,5,5,3,3,3,5,0,0,4,0,0,0,2,2,2,3.67,5.00,3.00
03-05-2023 13:15,SHUATS,Prayagraj,,SHUATS,54,,No One,2,4,3,3,4,3,4,3,3,3,3,-1,0,0,-1,0,-1,0,0,0,3.33,3.67,3.00
03-05-2023 13:18,Shuats ,Prayagraj,,SHUATS ,54,,No One,2,3,3,3,3,4,4,3,3,3,3,0,0,0,0,-1,-1,0,0,0,3.00,3.67,3.00
2-27-2023 20:17:07,Blde clg,Bijapur,,BLDE CLG,55,,No One,2,2,3,1,4,5,3,2,4,1,2,0,-1,1,-2,-3,-1,0,-2,1,2.00,4.00,2.33
2-27-2023 21:11:28,BLDEA's V P Dr PG Halakatti College of Engineering & Technology,Bijapur,,BLDEA'S V P DR PG HALAKATTI COLLEGE OF ENGINEERING & TECHNOLOGY,55,,No One,2,1,1,2,3,2,2,2,3,4,3,2,2,1,0,1,1,1,0,-1,1.33,2.33,3.00
03-05-2023 14:00,Dyal singh college ,Delhi,,DYAL SINGH COLLEGE ,43,,No One,1,3,3,3,4,4,5,5,4,4,3,0,0,0,-1,-1,-2,-2,-1,-1,3.00,4.33,4.33
03-05-2023 13:05,"Dyal Singh college,University of Delhi",Delhi,,"DYAL SINGH COLLEGE,UNIVERSITY OF DELHI",43,,No One,1,3,5,5,3,4,3,2,3,5,2,-1,-3,-3,-1,-2,-1,0,-1,-3,4.33,3.33,3.33
02-09-2023 23:01,Vit Chennai ,Chennai,,VIT CHENNAI ,101,,Father,2,3,3,4,3,3,3,2,4,4,3,0,0,-1,0,0,0,1,-1,-1,3.33,3.00,3.33
03-05-2023 13:13,Warners college of dairy technology,Prayagraj,,WARNERS COLLEGE OF DAIRY TECHNOLOGY,102,,No One,2,2,3,1,4,2,3,1,3,2,3,1,0,2,-1,1,0,2,0,1,2.00,3.00,2.00
02-08-2023 17:26,Amity University ,Delhi,,AMITY UNIVERSITY ,103,,No One,5,2,2,3,2,4,3,2,2,4,2,0,0,-1,0,-2,-1,0,0,-2,2.33,3.00,2.67
3-13-2023 16:12:39,AIMS Delhi ,Delhi,,AIMS DELHI ,104,,Father,5,5,1,1,5,5,5,5,3,5,1,-4,0,0,-4,-4,-4,-4,-2,-4,2.33,5.00,4.33
2-27-2023 12:33:39,ARSD delhi university,Delhi,,ARSD DELHI UNIVERSITY,105,,No One,2,3,3,4,3,5,5,3,5,5,4,1,1,0,1,-1,-1,1,-1,-1,3.33,4.33,4.33
02-10-2023 09:36,"Asutosh College, University of Calcutta ",Kolkata,,"ASUTOSH COLLEGE, UNIVERSITY OF CALCUTTA ",106,,Father,4,4,1,1,3,3,3,1,4,1,5,1,4,4,2,2,2,4,1,4,2.00,3.00,2.00
2-26-2023 21:52:13,B.L.D.E.A'sV.P. Dr. P.G. Halakatti College of Engg. & Tech,Bijapur,,B.L.D.E.A'SV.P. DR. P.G. HALAKATTI COLLEGE OF ENGG. & TECH,55,,No One,2,3,4,2,3,4,4,3,4,2,5,2,1,3,2,1,1,2,1,3,3.00,3.67,3.00
2-25-2023 10:23:02,B.p.poddar Institute of Management and technology ,Kolkata,,B.P.PODDAR INSTITUTE OF MANAGEMENT AND TECHNOLOGY ,108,,No One,3,1,1,2,3,4,5,1,3,4,4,3,3,2,1,0,-1,3,1,0,1.33,4.00,2.67
02-08-2023 15:06,Bal Bharati College of Commerce,Pune,,BAL BHARATI COLLEGE OF COMMERCE,109,,No One,2,3,3,3,5,5,3,3,3,4,3,0,0,0,-2,-2,0,0,0,-1,3.00,4.33,3.33
03-01-2023 13:26,Bharati Vidyapeeth's College of Engineering,Pune,,BHARATI VIDYAPEETH'S COLLEGE OF ENGINEERING,110,,Father,4,5,5,3,2,5,3,4,3,5,4,-1,-1,1,2,-1,1,0,1,-1,4.33,3.33,4.00
03-05-2023 13:57,BIT sindri,Sindri,,BIT SINDRI,111,,No One,1,1,3,1,5,4,4,3,3,1,5,4,2,4,0,1,1,2,2,4,1.67,4.33,2.33
2-26-2023 22:52:27,BMCRI bangalore ,Bangalore,,BMCRI BANGALORE ,112,,No One,1,1,1,1,1,5,5,1,3,5,1,0,0,0,0,-4,-4,0,-2,-4,1.00,3.67,3.00
03-06-2023 00:06,BMS institute of technology ,Bangalore,,BMS INSTITUTE OF TECHNOLOGY ,113,,No One,3,2,3,3,4,4,3,2,4,5,4,2,1,1,0,0,1,2,0,-1,2.67,3.67,3.67
03-01-2023 13:36,Chandigarh College of engineering and technology ,Chandigarh,,CHANDIGARH COLLEGE OF ENGINEERING AND TECHNOLOGY ,114,,Sibling,2,2,1,1,3,4,3,1,4,5,5,3,4,4,2,1,2,4,1,0,1.33,3.33,3.33
03-05-2023 13:18,Dbkn college,Narhan,,DBKN COLLEGE,115,,Sibling,2,1,4,1,3,5,2,2,5,1,2,1,-2,1,-1,-3,0,0,-3,1,2.00,3.33,2.67
2-27-2023 11:23:46,delhi technological university,Delhi,,DELHI TECHNOLOGICAL UNIVERSITY,116,,No One,2,4,5,1,2,4,5,5,5,5,3,-1,-2,2,1,-1,-2,-2,-2,-2,3.33,3.67,5.00
02-08-2023 17:10,Fanshawe College ,London,,FANSHAWE COLLEGE ,xxx,,No One,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3.00,3.00,3.00
03-05-2023 15:35,GNIOT ,Noida,,GNIOT ,118,,No One,3,1,1,1,5,3,3,1,1,1,5,4,4,4,0,2,2,4,4,4,1.00,3.67,1.00
03-05-2023 13:32,"Government College of Engineering, Nagpur ",Nagput,,"GOVERNMENT COLLEGE OF ENGINEERING, NAGPUR ",119,,No One,2,3,4,3,4,4,3,3,4,3,3,0,-1,0,-1,-1,0,0,-1,0,3.33,3.67,3.33
03-05-2023 15:46,Government engineering College gandhinagar ,Gandhinagar,,GOVERNMENT ENGINEERING COLLEGE GANDHINAGAR ,120,,No One,2,1,1,1,3,4,4,3,3,1,5,4,4,4,2,1,1,2,2,4,1.00,3.67,2.33
03-05-2023 13:17,Greater Noida college ,Noida,,GREATER NOIDA COLLEGE ,121,,No One,1,1,2,5,5,5,5,5,5,5,5,4,3,0,0,0,0,0,0,0,2.67,5.00,5.00
